id,latitude,longitude,location,vehicle_number,vehicle_type,violation_type,created_datetime,date,hour,day_of_week,month,week,police_station,junction_name,validation_status,center_code,is_named_junction,is_peak_hour,is_main_road_violation,is_large_vehicle
FKID001818,12.9724598,77.5471583,"4th Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1819,TEMPO,WRONG PARKING; PARKING NEAR ROAD CROSSING,2023-11-29T21:06:46+00:00,2023-11-29,21,Wednesday,2023-11,2023-W48,Magadi Road,BTP069 - MC Circle,APPROVED,29,True,False,True,True
FKID001819,12.9640119,77.5770254,"Narasimha Raj Wadiyar Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1820,PASSENGER AUTO,WRONG PARKING; PARKING IN A MAIN ROAD; DOUBLE PARKING,2024-03-15T05:02:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,True,False
FKID001820,12.9640119,77.5770254,"Narasimha Raj Wadiyar Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1821,PASSENGER AUTO,WRONG PARKING,2024-03-15T05:02:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001821,12.9640119,77.5770254,"Narasimha Raj Wadiyar Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1822,PASSENGER AUTO,WRONG PARKING,2024-03-15T05:04:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001822,12.9640888,77.5764761,"Mysore Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1823,PASSENGER AUTO,WRONG PARKING,2024-03-15T05:04:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,V.V.Puram (C.Pet),BTP082 - KR Market Junction,APPROVED,24,True,False,False,False
FKID001823,12.9706303,77.5370142,"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1824,MOTOR CYCLE,WRONG PARKING; DEFECTIVE NUMBER PLATE,2023-12-20T23:14:46+00:00,2023-12-20,23,Wednesday,2023-12,2023-W51,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",UNKNOWN,30,True,False,False,False
FKID001824,12.9932379,77.5890241,"Palace Road, Thulasi Thottam, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1825,SCOOTER,NO PARKING,2023-11-29T21:13:46+00:00,2023-11-29,21,Wednesday,2023-11,2023-W48,High ground,BTP032 - Windsor Circle,REJECTED,11,True,False,False,False
FKID001825,13.0580787,77.591358,"4th Cross Road, Brigade Opus, Hebbal, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL1826,CAR,WRONG PARKING,2023-12-19T07:26:46+00:00,2023-12-19,7,Tuesday,2023-12,2023-W51,Kodigehalli,No Junction,APPROVED,,False,False,False,False
FKID001826,12.9702914,77.5370153,"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1827,SCOOTER,WRONG PARKING,2023-12-20T23:14:46+00:00,2023-12-20,23,Wednesday,2023-12,2023-W51,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",UNKNOWN,30,True,False,False,False
FKID001827,12.9706303,77.5370142,"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1828,SCOOTER,WRONG PARKING,2023-12-20T23:14:46+00:00,2023-12-20,23,Wednesday,2023-12,2023-W51,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",UNKNOWN,30,True,False,False,False
FKID001828,13.0072756,77.5487714,"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1829,CAR,WRONG PARKING,2024-03-15T03:57:46+00:00,2024-03-15,3,Friday,2024-03,2024-W11,Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,APPROVED,19,True,False,False,False
FKID001829,12.9753912,77.5789922,"1st Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1830,PASSENGER AUTO,WRONG PARKING,2023-11-29T05:06:46+00:00,2023-11-29,5,Wednesday,2023-11,2023-W48,Upparpet,BTP044 - Sagar Theatre Junction,APPROVED,3,True,False,False,False
FKID001830,13.0365208,77.5894991,"5th A Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL1831,MOTOR CYCLE,NO PARKING; DEFECTIVE NUMBER PLATE,2023-11-19T05:08:46+00:00,2023-11-19,5,Sunday,2023-11,2023-W46,Hebbala,No Junction,UNKNOWN,18,False,False,False,False
FKID001831,13.0352776,77.5891101,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL1832,CAR,NO PARKING,2023-11-19T05:10:46+00:00,2023-11-19,5,Sunday,2023-11,2023-W46,Hebbala,No Junction,UNKNOWN,18,False,False,False,False
FKID001832,13.0351176,77.5888614,"6th Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL1833,CAR,NO PARKING,2023-11-19T05:11:46+00:00,2023-11-19,5,Sunday,2023-11,2023-W46,Kodigehalli,No Junction,UNKNOWN,,False,False,False,False
FKID001833,12.9646088,77.5756968,"Dental College Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1834,VAN,WRONG PARKING,2023-12-17T18:28:46+00:00,2023-12-17,18,Sunday,2023-12,2023-W50,City Market,BTP082 - KR Market Junction,APPROVED,28,True,True,False,True
FKID001834,13.0347154,77.5888583,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL1835,CAR,NO PARKING,2023-11-19T05:12:46+00:00,2023-11-19,5,Sunday,2023-11,2023-W46,Hebbala,No Junction,UNKNOWN,18,False,False,False,False
FKID001835,12.9890267,77.5524644,"17th Main Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1836,CAR,WRONG PARKING,2023-11-29T21:51:46+00:00,2023-11-29,21,Wednesday,2023-11,2023-W48,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",APPROVED,6,True,False,False,False
FKID001836,12.9781349,77.5753656,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1837,MAXI-CAB,NO PARKING,2023-12-19T04:50:46+00:00,2023-12-19,4,Tuesday,2023-12,2023-W51,Upparpet,BTP057 - Anand Rao Junction,APPROVED,3,True,False,False,True
FKID001837,12.9894143,77.5525868,"17th Main Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1838,CAR,WRONG PARKING,2023-11-29T21:50:46+00:00,2023-11-29,21,Wednesday,2023-11,2023-W48,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",APPROVED,6,True,False,False,False
FKID001838,12.974985,77.5748173,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1839,SCOOTER,WRONG PARKING,2023-11-29T22:18:46+00:00,2023-11-29,22,Wednesday,2023-11,2023-W48,Upparpet,BTP045 - Danvanthri Road Junction,REJECTED,3,True,False,False,False
FKID001839,12.9976213,77.5480922,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1840,CAR,PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS; NO PARKING,2024-03-15T05:20:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Rajajinagar,BTP205 - Modi Hospital Junction,APPROVED,6,True,False,True,False
FKID001840,13.18441,77.6798033,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1841,MAXI-CAB,NO PARKING,2024-03-14T23:59:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID001841,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1842,MAXI-CAB,NO PARKING; USING BLACK FILM/OTHER MATERIALS,2024-03-15T05:16:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID001842,13.18441,77.6798033,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1843,MAXI-CAB,NO PARKING,2024-03-14T23:59:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID001843,13.18441,77.6798033,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1844,MAXI-CAB,NO PARKING,2024-03-15T05:15:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID001844,13.0308392,77.5361114,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL1845,CAR,NO PARKING,2023-11-29T22:37:46+00:00,2023-11-29,22,Wednesday,2023-11,2023-W48,Yeshwanthpura,No Junction,APPROVED,22,False,False,False,False
FKID001845,13.18441,77.6798033,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1846,MAXI-CAB,NO PARKING,2024-03-15T05:15:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID001846,13.1843383,77.6797917,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1847,MAXI-CAB,NO PARKING,2024-03-14T23:59:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID001847,12.9948438,77.6987926,"Whitefield Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",FKN00GL1848,PASSENGER AUTO,NO PARKING,2023-11-19T06:26:46+00:00,2023-11-19,6,Sunday,2023-11,2023-W46,Mahadevapura,No Junction,UNKNOWN,84,False,False,False,False
FKID001848,13.18396,77.6795683,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL1849,MAXI-CAB,NO PARKING,2024-03-15T05:16:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID001849,12.9635267,77.577405,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1850,PASSENGER AUTO,WRONG PARKING,2024-03-15T04:39:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001850,12.9894188,77.5525876,"17th Main Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1851,MAXI-CAB,WRONG PARKING,2023-11-29T21:50:46+00:00,2023-11-29,21,Wednesday,2023-11,2023-W48,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar",APPROVED,6,True,False,False,True
FKID001851,12.9635267,77.577405,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1852,PASSENGER AUTO,WRONG PARKING,2024-03-15T04:39:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001852,12.9635267,77.577405,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1853,PASSENGER AUTO,WRONG PARKING,2024-03-15T04:39:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001853,13.0360408,77.6231408,"Nagawara Main Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",FKN00GL1854,SCOOTER,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,2024-03-15T04:04:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,K.G. Halli,No Junction,APPROVED,46,False,False,True,False
FKID001854,13.0360408,77.6231408,"Nagawara Main Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",FKN00GL1855,CAR,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,2024-03-15T04:04:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,K.G. Halli,No Junction,APPROVED,46,False,False,True,False
FKID001855,12.9635267,77.577405,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1856,PASSENGER AUTO,WRONG PARKING,2024-03-15T04:42:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001856,12.9635267,77.577405,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1857,PASSENGER AUTO,WRONG PARKING,2024-03-15T04:42:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001857,12.9635267,77.577405,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1858,CAR,WRONG PARKING,2024-03-15T04:39:46+00:00,2024-03-15,4,Friday,2024-03,2024-W11,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID001858,12.9380116,77.5572669,"10th Main Road, Sri Srinivasa Nagar Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",FKN00GL1859,SCOOTER,NO PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Basavanagudi,No Junction,APPROVED,7,False,False,False,False
FKID001859,12.9828956,77.6078741,"Jewellers Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL1860,MOTOR CYCLE,WRONG PARKING,2023-11-19T06:33:46+00:00,2023-11-19,6,Sunday,2023-11,2023-W46,Shivajinagar,BTP051 - Safina Plaza Junction,REJECTED,16,True,False,False,False
FKID001860,12.8764668,77.5954044,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL1861,SCOOTER,NO PARKING,2023-11-17T06:16:46+00:00,2023-11-17,6,Friday,2023-11,2023-W46,Hulimavu,No Junction,REJECTED,44,False,False,False,False
FKID001861,12.9773543,77.5800064,"1st Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1862,CAR,WRONG PARKING,2023-11-17T06:16:46+00:00,2023-11-17,6,Friday,2023-11,2023-W46,Upparpet,BTP044 - Sagar Theatre Junction,APPROVED,3,True,False,False,False
FKID001862,12.984209,77.6033505,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1863,PASSENGER AUTO,WRONG PARKING,2023-11-19T06:42:46+00:00,2023-11-19,6,Sunday,2023-11,2023-W46,Shivajinagar,BTP211 - Central Street Junction,REJECTED,16,True,False,False,False
FKID001863,12.9818071,77.609557,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL1864,SCOOTER,WRONG PARKING,2023-11-19T06:33:46+00:00,2023-11-19,6,Sunday,2023-11,2023-W46,Shivajinagar,BTP051 - Safina Plaza Junction,UNKNOWN,16,True,False,False,False
FKID001864,12.9713453,77.5963496,"Diesel, Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",FKN00GL1865,CAR,NO PARKING,2023-11-19T06:48:46+00:00,2023-11-19,6,Sunday,2023-11,2023-W46,Cubbon Park,BTP063 - Siddalingaiah Circle,UNKNOWN,2,True,False,False,False
FKID001865,13.007206,77.7575626,"Whitefield Main Road, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL1867,CAR,WRONG PARKING,2023-11-19T06:00:46+00:00,2023-11-19,6,Sunday,2023-11,2023-W46,Mahadevapura,No Junction,APPROVED,84,False,False,False,False
FKID001866,12.8967251,77.7200227,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL1868,GOODS AUTO,WRONG PARKING; DEFECTIVE NUMBER PLATE,2024-03-15T05:15:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Whitefield,No Junction,APPROVED,39,False,False,False,True
FKID001867,13.0075772,77.7575726,"Whitefield Main Road, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL1869,CAR,WRONG PARKING,2023-11-19T06:10:46+00:00,2023-11-19,6,Sunday,2023-11,2023-W46,Mahadevapura,No Junction,APPROVED,84,False,False,False,False
FKID001868,12.9742163,77.6076804,,FKN00GL1870,SCOOTER,NO PARKING,2023-11-10T06:28:46+00:00,2023-11-10,6,Friday,2023-11,2023-W45,Ashok Nagar,No Junction,APPROVED,8,False,False,False,False
FKID001869,12.9796228,77.6072174,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1871,SCOOTER,NO PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001870,13.0289476,77.5709756,"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL1872,MOTOR CYCLE,NO PARKING,2024-03-22T22:56:46+00:00,2024-03-22,22,Friday,2024-03,2024-W12,Sadashivanagar,No Junction,UNKNOWN,10,False,False,False,False
FKID001871,13.0289476,77.5709756,"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL1873,MOTOR CYCLE,NO PARKING,2024-03-22T23:08:46+00:00,2024-03-22,23,Friday,2024-03,2024-W12,Sadashivanagar,No Junction,UNKNOWN,10,False,False,False,False
FKID001872,12.9796458,77.6072173,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1874,SCOOTER,NO PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001873,12.9796113,77.6072211,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1875,MOTOR CYCLE,NO PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001874,12.9796449,77.6072243,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1876,SCOOTER,NO PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001875,12.9796083,77.6072171,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1877,SCOOTER,NO PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001876,12.9796426,77.6071879,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1878,SCOOTER,NO PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001877,12.9816433,77.6098183,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL1879,SCOOTER,WRONG PARKING,2024-03-15T05:29:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001878,12.9796455,77.607219,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1880,SCOOTER,WRONG PARKING,2024-03-15T05:24:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001879,12.9724132,77.6196401,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1881,CAR,NO PARKING,2024-03-15T00:29:46+00:00,2024-03-15,0,Friday,2024-03,2024-W11,Halasur,No Junction,APPROVED,17,False,False,False,False
FKID001880,12.9607757,77.5283454,"4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL1882,PASSENGER AUTO,NO PARKING,2023-11-29T23:22:46+00:00,2023-11-29,23,Wednesday,2023-11,2023-W48,Byatarayanapura,No Junction,UNKNOWN,26,False,False,False,False
FKID001881,12.9998852,77.5496117,"10th A Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1883,CAR,NO PARKING,2023-11-17T06:31:46+00:00,2023-11-17,6,Friday,2023-11,2023-W46,Rajajinagar,BTP027 - Modi Bridge Junction,APPROVED,6,True,False,False,False
FKID001882,12.9600821,77.5767236,"Fort C Street, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1884,TOURIST BUS,WRONG PARKING; NO PARKING; DOUBLE PARKING; PARKING IN A MAIN ROAD,2023-11-15T23:11:46+00:00,2023-11-15,23,Wednesday,2023-11,2023-W46,City Market,BTP104 - Medical College Circle,APPROVED,28,True,False,True,True
FKID001883,12.9743651,77.5780315,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1885,PASSENGER AUTO,NO PARKING,2024-03-15T05:25:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Upparpet,BTP044 - Sagar Theatre Junction,APPROVED,3,True,False,False,False
FKID001884,12.8663444,77.5345234,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",FKN00GL1886,CAR,PARKING NEAR ROAD CROSSING; WRONG PARKING,2023-11-19T22:58:46+00:00,2023-11-19,22,Sunday,2023-11,2023-W46,Thalagattapura,No Junction,APPROVED,83,False,False,True,False
FKID001885,12.9724124,77.5981547,"2/2, Walton Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",FKN00GL1887,SCOOTER,NO PARKING,2023-12-01T02:38:46+00:00,2023-12-01,2,Friday,2023-12,2023-W48,Cubbon Park,BTP063 - Siddalingaiah Circle,UNKNOWN,2,True,False,False,False
FKID001886,13.0001315,77.5723767,"1st Main Road, Yalappa Garden, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL1888,MOTOR CYCLE,WRONG PARKING,2024-03-22T22:40:46+00:00,2024-03-22,22,Friday,2024-03,2024-W12,Sadashivanagar,No Junction,UNKNOWN,10,False,False,False,False
FKID001887,12.9114571,77.6445252,"19th Main Road, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL1889,CAR,NO PARKING,2023-11-19T07:55:46+00:00,2023-11-19,7,Sunday,2023-11,2023-W46,HSR Layout,No Junction,APPROVED,45,False,False,False,False
FKID001888,12.9811202,77.6096348,"Mariamma Lane, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1890,MOTOR CYCLE,PARKING ON FOOTPATH; WRONG PARKING,2023-11-19T07:36:46+00:00,2023-11-19,7,Sunday,2023-11,2023-W46,Shivajinagar,BTP051 - Safina Plaza Junction,UNKNOWN,16,True,False,True,False
FKID001889,12.980119,77.6135927,"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL1891,CAR,NO PARKING,2023-11-19T05:18:46+00:00,2023-11-19,5,Sunday,2023-11,2023-W46,Shivajinagar,No Junction,UNKNOWN,16,False,False,False,False
FKID001890,12.9717014,77.5978031,"30, Walton Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",FKN00GL1892,PASSENGER AUTO,NO PARKING,2023-12-01T02:41:46+00:00,2023-12-01,2,Friday,2023-12,2023-W48,Cubbon Park,BTP063 - Siddalingaiah Circle,UNKNOWN,2,True,False,False,False
FKID001891,12.9791999,77.6947475,"Akme Ballet Inner Road, Ferns Icon, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL1893,MAXI-CAB,NO PARKING; WRONG PARKING; PARKING IN A MAIN ROAD; PARKING NEAR ROAD CROSSING; PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS; PARKING ON FOOTPATH,2024-03-14T05:57:46+00:00,2024-03-14,5,Thursday,2024-03,2024-W11,Mahadevapura,No Junction,APPROVED,84,False,False,True,True
FKID001892,12.9803938,77.6939244,"MN Krishnarao Road, Doddanakundi Junction, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL1894,VAN,PARKING IN A MAIN ROAD; PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS; PARKING NEAR ROAD CROSSING; WRONG PARKING; NO PARKING; DEMANDING EXCESS FARE,2024-03-14T21:49:46+00:00,2024-03-14,21,Thursday,2024-03,2024-W11,Mahadevapura,No Junction,APPROVED,84,False,False,True,True
FKID001893,12.9796667,77.6072362,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1895,SCOOTER,WRONG PARKING,2024-03-15T05:25:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID001894,12.9790086,77.6944342,"Doddanekkundi Main Road, Ferns Icon, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL1896,MAXI-CAB,PARKING IN A MAIN ROAD; NO PARKING; WRONG PARKING; PARKING NEAR ROAD CROSSING; PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS,2024-03-15T05:11:46+00:00,2024-03-15,5,Friday,2024-03,2024-W11,Mahadevapura,No Junction,APPROVED,84,False,False,True,True
