hotspot_id,hotspot_type,hotspot_name,police_station,latitude,longitude,violation_count,unique_vehicle_count,repeat_vehicle_count,large_vehicle_share,main_road_violation_share,peak_hour_share,active_days,latest_datetime,top_violation_type,hotspot_severity,daily_density,repeat_offender_ratio,pcis_daily_density,pcis_peak_hour,pcis_large_vehicle,pcis_main_road,pcis_repeat_offender,pcis_score,pcis_percentile,pcis_band
U-e1e62e8a,Discovered Unknown,Unknown Hotspot U-0358,Halasur,12.9719208,77.6297888,20,19,1,0.0,1.0,0.0,1,2024-04-08T06:53:46+00:00,PARKING IN A MAIN ROAD,2.36,20.0,0.0526,95.0071,20.8274,18.5449,100.0,93.4379,61.76,73.89,High
U-e8b2a3ad,Discovered Unknown,Unknown Hotspot U-0250,Mahadevapura,12.9875019,77.7092594,23,20,0,0.3478,0.0,0.2609,8,2024-04-07T03:39:46+00:00,WRONG PARKING,16.52,2.875,0.0,38.8017,89.301,95.4351,22.5392,53.067,61.74,73.75,High
N-209451fb,Named Junction,BTP108 - Tagore Park Junction,Basavanagudi,12.9439012,77.5714312,1801,1626,16,0.0094,0.0444,0.0999,141,2024-04-08T07:12:46+00:00,WRONG PARKING,54.28,12.773,0.0098,91.5835,61.1983,22.2539,53.067,65.1926,61.7,73.61,High
U-0c358023,Discovered Unknown,Unknown Hotspot U-0075,City Market,12.9695834,77.5756911,974,842,29,0.0287,0.0113,0.1109,124,2024-04-07T04:48:46+00:00,WRONG PARKING,54.14,7.8548,0.0344,81.0271,64.7646,39.6576,30.3852,87.1612,61.7,73.61,High
U-8bc09b70,Discovered Unknown,Unknown Hotspot U-0035,Bellandur,12.9068096,77.6966917,204,198,0,0.1373,0.0,0.0882,31,2024-04-04T06:12:46+00:00,WRONG PARKING,42.74,6.5806,0.0,75.0357,57.7746,79.7432,22.5392,53.067,61.59,73.32,High
U-9b3d93ea,Discovered Unknown,Unknown Hotspot U-0007,Bellandur,12.8997134,77.6754664,605,555,5,0.0182,0.0099,0.2116,84,2024-04-07T05:40:46+00:00,NO PARKING,52.21,7.2024,0.009,78.602,83.8802,30.0999,29.6719,63.4807,61.37,73.18,High
U-8ba26983,Discovered Unknown,Unknown Hotspot U-0274,Whitefield,12.956615,77.7453822,25,24,0,0.32,0.32,0.16,13,2024-03-12T05:26:46+00:00,WRONG PARKING,19.0,1.9231,0.0,18.5449,75.321,94.7218,84.5934,53.067,61.33,73.04,High
N-e011da3c,Named Junction,BTP136 - Hosur-Tavarkere Road Junction,Adugodi,12.9370041,77.6101273,51,51,0,0.0588,0.2157,0.3725,21,2024-04-06T22:29:46+00:00,WRONG PARKING,26.44,2.4286,0.0,29.1013,95.2924,57.7746,78.3167,53.067,61.16,72.9,High
N-16171fac,Named Junction,BTP032 - Windsor Circle,High ground,12.9926199,77.5887133,2429,1248,128,0.0045,0.0062,0.086,96,2024-04-07T04:18:46+00:00,WRONG PARKING,53.03,25.3021,0.1026,97.0043,57.3466,18.9729,26.5335,98.7161,61.08,72.75,High
U-439c24ac,Discovered Unknown,Unknown Hotspot U-0084,Adugodi,12.9257818,77.6336206,194,174,0,0.1753,0.134,0.0722,57,2024-04-08T03:29:46+00:00,NO PARKING,45.9,3.4035,0.0,49.0728,53.3524,84.1655,71.3267,53.067,60.9,72.61,High
U-b5b3ce01,Discovered Unknown,Unknown Hotspot U-0100,No Police Station,13.0586889,77.4664061,50,50,0,0.14,0.06,0.16,17,2024-04-08T07:59:46+00:00,WRONG PARKING,27.85,2.9412,0.0,40.2282,75.321,80.0285,57.9173,53.067,60.9,72.61,High
U-9ce2a13e,Discovered Unknown,Unknown Hotspot U-0128,Hennuru,13.0718309,77.6337284,106,99,0,0.066,0.4623,0.1415,36,2024-04-06T05:20:46+00:00,NO PARKING,39.7,2.9444,0.0,40.3709,72.1826,60.0571,88.873,53.067,60.81,72.33,High
U-a7e19b6b,Discovered Unknown,Unknown Hotspot U-0172,Adugodi,12.9363858,77.6172772,138,132,1,0.0507,0.1232,0.1884,43,2024-04-06T02:28:46+00:00,NO PARKING,43.12,3.2093,0.0076,45.2211,79.8859,53.3524,69.9001,61.0556,60.8,72.18,High
U-2a15430f,Discovered Unknown,Unknown Hotspot U-0150,Kamakshipalya,12.9871226,77.5195473,241,208,0,0.0207,0.0041,0.1992,28,2024-04-07T21:31:46+00:00,NO PARKING,42.86,8.6071,0.0,83.1669,81.4551,31.669,25.3923,53.067,60.76,72.04,High
U-76da9b15,Discovered Unknown,Unknown Hotspot U-0059,Halasur,12.9789284,77.6287535,274,240,0,0.1423,0.6204,0.0255,67,2024-04-06T02:07:46+00:00,WRONG PARKING,46.89,4.0896,0.0,58.4879,30.8131,80.8845,92.7247,53.067,60.64,71.9,High
N-5a4b5af8,Named Junction,BTP143 - ASC Junction,Halasur,12.9694987,77.6197458,24,18,0,0.125,0.0417,0.625,11,2024-04-03T22:21:46+00:00,NO PARKING,25.26,2.1818,0.0,24.679,98.8588,77.7461,51.0699,53.067,60.63,71.75,High
U-f82498fd,Discovered Unknown,Unknown Hotspot U-0148,Bellandur,12.9213733,77.66647,422,413,4,0.1825,0.0213,0.09,109,2024-04-07T02:47:46+00:00,WRONG PARKING,52.51,3.8716,0.0097,56.0628,58.4879,85.0214,37.8031,64.622,60.58,71.61,High
U-75038811,Discovered Unknown,Unknown Hotspot U-0346,Shivajinagar,12.9875068,77.6019629,26,24,0,0.0385,0.0,0.1923,4,2024-03-22T06:26:46+00:00,WRONG PARKING,10.69,6.5,0.0,74.7504,80.5991,46.2197,22.5392,53.067,60.51,71.47,High
U-f2f20f60,Discovered Unknown,Unknown Hotspot U-0181,Hennuru,13.0455091,77.6271183,97,82,0,0.0,0.0,0.4742,13,2024-04-07T01:23:46+00:00,NO PARKING,35.71,7.4615,0.0,79.4579,97.0043,18.5449,22.5392,53.067,60.49,71.33,High
U-d4130175,Discovered Unknown,Unknown Hotspot U-0356,Banaswadi,12.9926487,77.6517375,36,35,0,0.0278,0.2778,0.0278,3,2024-03-08T08:16:46+00:00,NO PARKING,12.64,12.0,0.0,90.5849,31.5264,38.3738,82.4536,53.067,60.41,71.18,High
U-58800513,Discovered Unknown,Unknown Hotspot U-0259,Hennuru,13.0604311,77.6520891,68,67,0,0.0294,0.0,0.2059,10,2024-04-07T23:42:46+00:00,NO PARKING,27.16,6.8,0.0,76.1769,82.7389,40.0856,22.5392,53.067,60.24,71.04,High
U-2e9c668b,Discovered Unknown,Unknown Hotspot U-0111,Kodigehalli,13.058396,77.592314,309,271,3,0.0388,0.0356,0.2104,82,2024-04-08T05:55:46+00:00,WRONG PARKING,49.6,3.7683,0.0111,54.2083,83.7375,46.505,46.6476,67.1897,60.21,70.9,High
N-34c28996,Named Junction,"BTP117 - 9th Cross, Kanakapura Road",Jayanagara,12.9126379,77.5732468,111,98,1,0.1441,0.009,0.3514,44,2024-04-05T21:13:46+00:00,WRONG PARKING,37.32,2.5227,0.0102,30.8131,94.7218,81.3124,28.9586,66.0485,60.14,70.76,High
U-8370db61,Discovered Unknown,Unknown Hotspot U-0291,Adugodi,12.9395067,77.6255715,51,49,0,0.1176,0.0,0.2941,16,2024-03-26T23:10:46+00:00,NO PARKING,29.59,3.1875,0.0,44.5078,91.2981,76.0342,22.5392,53.067,60.07,70.61,High
U-cef64524,Discovered Unknown,Unknown Hotspot U-0300,Whitefield,12.9557216,77.7208288,27,26,0,0.2593,0.1852,0.2222,16,2024-04-08T05:08:46+00:00,WRONG PARKING,22.37,1.6875,0.0,11.9829,85.7347,91.1555,76.4622,53.067,60.04,70.47,High
U-40ec80fe,Discovered Unknown,Unknown Hotspot U-0080,Mahadevapura,12.998918,77.6881467,119,101,0,0.0672,0.2437,0.1597,41,2024-04-07T00:49:46+00:00,WRONG PARKING,41.61,2.9024,0.0,39.087,75.0357,61.0556,80.1712,53.067,60.03,70.33,High
N-f30be51b,Named Junction,BTP091 - Sirsi Circle,Magadi Road,12.9637822,77.5573579,138,121,6,0.1739,0.3043,0.058,53,2024-04-07T23:15:46+00:00,NO PARKING,37.85,2.6038,0.0496,32.9529,46.2197,83.8802,83.5949,92.7247,60.03,70.33,High
U-40527cd3,Discovered Unknown,Unknown Hotspot U-0133,Jeevanbheemanagar,12.9593522,77.655814,123,121,0,0.1057,0.3577,0.0894,40,2024-04-07T05:54:46+00:00,NO PARKING,41.19,3.075,0.0,41.9401,58.3452,72.6106,85.7347,53.067,59.86,70.04,High
U-7439b46c,Discovered Unknown,Unknown Hotspot U-0369,Banaswadi,12.9916136,77.6524204,128,106,1,0.0,1.0,0.0,4,2024-01-04T01:45:46+00:00,PARKING IN A MAIN ROAD,25.66,32.0,0.0094,98.1455,20.8274,18.5449,100.0,64.4793,59.81,69.9,High
N-53e92715,Named Junction,BTP207 - 8th Main Road Basaveshwara Nagar,Vijayanagara,12.9918975,77.5384735,213,190,2,0.0188,0.0516,0.108,32,2024-04-07T05:05:46+00:00,WRONG PARKING,35.61,6.6562,0.0105,75.321,63.9087,30.8131,55.9201,66.7618,59.8,69.76,High
U-b7d4e8a4,Discovered Unknown,Unknown Hotspot U-0280,Rajajinagar,13.0106276,77.5359806,21,16,1,0.7143,0.1905,0.0476,9,2024-04-03T05:36:46+00:00,NO PARKING,19.12,2.3333,0.0625,27.3894,42.2254,99.572,76.6049,96.1484,59.79,69.61,High
U-0e56767a,Discovered Unknown,Unknown Hotspot U-0110,Chamarajpet,12.9688346,77.567966,38,37,0,0.0789,0.4474,0.2895,20,2024-04-08T03:32:46+00:00,NO PARKING,26.94,1.9,0.0,17.8317,90.5849,65.9058,88.4451,53.067,59.75,69.47,High
U-9d962149,Discovered Unknown,Unknown Hotspot U-0182,Peenya,13.0419043,77.514472,103,95,0,0.1942,0.2136,0.0874,37,2024-04-05T06:31:46+00:00,NO PARKING,40.88,2.7838,0.0,36.9472,57.4893,86.3053,78.0314,53.067,59.73,69.33,High
U-dc58605a,Discovered Unknown,Unknown Hotspot U-0233,Sheshadripuram,12.9933323,77.5681619,38,36,1,0.2105,0.1316,0.0,9,2024-03-17T22:33:46+00:00,NO PARKING,19.57,4.2222,0.0278,60.0571,20.8274,87.4465,70.8987,83.7375,59.72,69.19,High
U-79451e09,Discovered Unknown,Unknown Hotspot U-0202,HSR Layout,12.9035192,77.6420905,57,30,3,0.2281,0.0,0.0,8,2024-04-05T05:03:46+00:00,WRONG PARKING,24.88,7.125,0.1,78.0314,20.8274,88.873,22.5392,98.5735,59.63,69.04,High
U-3591e845,Discovered Unknown,Unknown Hotspot U-0024,Peenya,13.0105397,77.5064419,59,54,0,0.3051,0.0678,0.2034,30,2024-04-06T19:48:46+00:00,WRONG PARKING,36.92,1.9667,0.0,19.4009,82.5963,93.8659,60.485,53.067,59.62,68.9,High
N-6aead0ff,Named Junction,BTP085 - Briyand Circle,Chamarajpet,12.9661841,77.5694044,157,145,2,0.0892,0.1401,0.1592,62,2024-04-08T02:27:46+00:00,NO PARKING,39.17,2.5323,0.0138,30.9558,74.7504,68.7589,72.0399,70.1854,59.55,68.76,High
N-d4211aeb,Named Junction,BTP030 - Mekhri Circle,Sadashivanagar,13.0114713,77.5835619,60,57,0,0.0333,0.2167,0.2167,20,2024-04-07T08:42:46+00:00,WRONG PARKING,24.09,3.0,0.0,41.7974,84.5934,43.7946,78.602,53.067,59.54,68.62,High
N-d8b31244,Named Junction,BTP208 - Havanur Circle,Kamakshipalya,12.987038,77.5372613,250,226,4,0.012,0.096,0.116,48,2024-04-06T04:55:46+00:00,WRONG PARKING,39.15,5.2083,0.0177,67.903,66.0485,25.107,66.4765,75.6063,59.44,68.47,High
U-9613bb41,Discovered Unknown,Unknown Hotspot U-0256,Hulimavu,12.8729625,77.5942169,48,46,0,0.0208,0.0,0.3333,9,2024-03-04T06:10:46+00:00,WRONG PARKING,23.85,5.3333,0.0,69.1869,94.1512,32.2397,22.5392,53.067,59.43,68.33,High
N-ed3addfb,Named Junction,BTP136 - Hosur-Tavarkere Road Junction,Madiwala,12.9322893,77.6099702,15,15,0,0.4,0.4,0.2,12,2024-03-22T06:39:46+00:00,NO PARKING,21.89,1.25,0.0,3.1384,82.4536,96.719,87.5892,53.067,59.34,68.19,High
U-df287f62,Discovered Unknown,Unknown Hotspot U-0050,Kodigehalli,13.0709986,77.5884522,6155,4588,84,0.0078,0.0431,0.0426,138,2024-04-08T08:08:46+00:00,WRONG PARKING,55.35,44.6014,0.0183,99.1441,39.3723,21.1127,51.9258,76.6049,59.26,68.05,High
N-98d1ff4a,Named Junction,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,12.9149953,77.6085201,364,341,0,0.0659,0.0027,0.1044,55,2024-04-07T06:38:46+00:00,NO PARKING,42.92,6.6182,0.0,75.1783,62.9101,59.9144,24.2511,53.067,59.21,67.9,High
N-f6ca4bdc,Named Junction,BTP085 - Briyand Circle,V.V.Puram (C.Pet),12.9640597,77.5709812,9,9,0,0.2222,0.1111,0.3333,6,2024-04-06T00:50:46+00:00,WRONG PARKING,16.83,1.5,0.0,7.8459,94.1512,88.4451,68.6163,53.067,59.18,67.76,High
N-0ebfa5bc,Named Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",Wilson Garden,12.939458,77.5838612,446,423,1,0.0,0.0,0.1614,32,2024-04-08T05:40:46+00:00,WRONG PARKING,39.93,13.9375,0.0024,92.4394,75.8916,18.5449,22.5392,53.6377,59.16,67.62,High
N-9f369d1a,Named Junction,"BTP099 - Cash Pharmacy, Residency Road",Ashok Nagar,12.9676997,77.6013385,177,157,0,0.113,0.2768,0.0395,45,2024-04-07T01:36:46+00:00,NO PARKING,36.73,3.9333,0.0,56.776,37.9458,74.7504,82.1683,53.067,59.1,67.47,High
U-cc89ec34,Discovered Unknown,Unknown Hotspot U-0352,K.G. Halli,13.0315652,77.6232275,34,32,0,0.1176,0.0294,0.0,3,2024-03-03T23:15:46+00:00,NO PARKING,12.87,11.3333,0.0,89.301,20.8274,76.0342,43.6519,53.067,59.06,67.33,High
U-813aa291,Discovered Unknown,Unknown Hotspot U-0344,Banashankari,12.9192499,77.5421289,27,27,0,0.037,0.5926,0.2963,12,2024-04-06T08:28:46+00:00,WRONG PARKING,17.79,2.25,0.0,26.2482,91.5835,45.6491,92.2967,53.067,59.05,67.19,High
U-05df2130,Discovered Unknown,Unknown Hotspot U-0324,Hennuru,13.068787,77.6260371,43,41,0,0.0,0.1163,0.3953,12,2024-04-05T04:39:46+00:00,NO PARKING,25.23,3.5833,0.0,51.7832,95.8631,18.5449,69.3295,53.067,58.92,67.05,High
U-0528ec4e,Discovered Unknown,Unknown Hotspot U-0139,Rajajinagar,13.0017796,77.5257616,143,121,2,0.1119,0.5874,0.049,48,2024-04-08T06:34:46+00:00,NO PARKING,42.81,2.9792,0.0165,40.7989,42.5107,74.0371,91.8688,74.3224,58.89,66.9,High
U-3dd4f84e,Discovered Unknown,Unknown Hotspot U-0107,Shivajinagar,12.9895231,77.5997852,970,826,13,0.0763,0.0113,0.033,107,2024-04-07T08:04:46+00:00,WRONG PARKING,52.92,9.0654,0.0157,85.1641,34.2368,64.4793,30.3852,73.1812,58.88,66.76,High
N-2564782b,Named Junction,BTP158 - Devegowda Petrol Bunk,Banashankari,12.9212451,77.5602959,45,45,0,0.1556,0.0667,0.1111,16,2024-04-06T05:34:46+00:00,WRONG PARKING,21.8,2.8125,0.0,38.0884,65.0499,83.1669,60.1997,53.067,58.66,66.62,High
U-c12138e2,Discovered Unknown,Unknown Hotspot U-0156,Byatarayanapura,12.9360188,77.5179346,393,373,0,0.0254,0.056,0.0967,62,2024-04-07T07:06:46+00:00,WRONG PARKING,47.36,6.3387,0.0,74.465,60.485,36.3766,57.3466,53.067,58.64,66.48,High
U-7b11c593,Discovered Unknown,Unknown Hotspot U-0112,Basavanagudi,12.9379397,77.557325,32,31,0,0.0938,0.2188,0.0625,9,2024-03-30T10:36:46+00:00,WRONG PARKING,16.22,3.5556,0.0,51.2126,47.9315,70.0428,78.7447,53.067,58.47,66.33,High
N-de82a7cc,Named Junction,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,12.9652474,77.5378391,2464,2141,16,0.0248,0.0215,0.0475,107,2024-04-08T04:53:46+00:00,WRONG PARKING,52.24,23.028,0.0075,96.5763,41.9401,35.806,37.9458,60.7703,58.39,66.19,High
N-625c70c2,Named Junction,BTP138 - Sarjapur Road Check Post,Madiwala,12.9266432,77.6166981,60,56,0,0.2333,0.05,0.2833,34,2024-04-02T08:13:46+00:00,NO PARKING,31.26,1.7647,0.0,14.2653,90.2996,89.0157,55.2068,53.067,58.25,66.05,High
N-2e6c4e7b,Named Junction,BTP214 - 5th Main Chamrajpet Junction,Chamarajpet,12.9580301,77.5672278,118,111,2,0.0339,0.4831,0.0,17,2024-03-26T03:25:46+00:00,NO PARKING,25.5,6.9412,0.018,77.3181,20.8274,43.9372,89.729,75.8916,58.24,65.91,High
U-f8c666a8,Discovered Unknown,Unknown Hotspot U-0032,Shivajinagar,12.9856442,77.60551,434,423,6,0.0507,0.023,0.0876,85,2024-04-08T06:15:46+00:00,WRONG PARKING,49.79,5.1059,0.0142,66.9044,57.632,53.3524,39.087,70.6134,58.07,65.76,High
U-86ae0ba5,Discovered Unknown,Unknown Hotspot U-0185,Jalahalli,13.0489388,77.5476641,35,31,1,0.0571,0.8286,0.0571,12,2024-03-25T06:37:46+00:00,NO PARKING,19.12,2.9167,0.0323,39.6576,45.9344,56.9187,97.7175,86.3053,58.05,65.62,High
U-d88b349b,Discovered Unknown,Unknown Hotspot U-0166,Jalahalli,13.0473107,77.5425154,42,40,0,0.1905,0.6429,0.0952,21,2024-03-25T06:43:46+00:00,NO PARKING,27.14,2.0,0.0,21.398,60.1997,85.8773,93.4379,53.067,57.97,65.48,High
U-9d95da97,Discovered Unknown,Unknown Hotspot U-0188,Jeevanbheemanagar,12.9588544,77.6598287,30,24,0,0.0333,0.6667,0.2,12,2024-03-22T01:35:46+00:00,NO PARKING,17.78,2.5,0.0,30.3852,82.4536,43.7946,94.4365,53.067,57.96,65.34,High
N-936fc9f8,Named Junction,BTP069 - MC Circle,Vijayanagara,12.9744703,77.5472796,819,692,30,0.0085,0.0574,0.0366,72,2024-04-05T21:40:46+00:00,WRONG PARKING,47.37,11.375,0.0434,89.4437,36.234,21.6833,57.632,90.5849,57.93,65.19,High
U-e78b7b20,Discovered Unknown,Unknown Hotspot U-0392,Madiwala,12.9169888,77.6291196,20,18,1,0.1,0.2,0.2,14,2024-03-21T01:24:46+00:00,WRONG PARKING,13.99,1.4286,0.0556,6.1341,82.4536,71.8973,77.3181,94.7218,57.9,65.05,High
U-9176fd91,Discovered Unknown,Unknown Hotspot U-0355,Banaswadi,12.9911278,77.6570178,20,19,0,0.1,0.45,0.3,14,2024-03-29T22:37:46+00:00,WRONG PARKING,14.66,1.4286,0.0,6.1341,92.1541,71.8973,88.5877,53.067,57.85,64.91,High
N-ad689fd9,Named Junction,BTP028 - Vijayanagar Bus Stand Junction,Vijayanagara,12.9725692,77.5380619,753,690,6,0.0159,0.0252,0.1049,98,2024-04-05T00:48:46+00:00,WRONG PARKING,48.91,7.6837,0.0087,80.4565,63.0528,27.8174,40.6562,62.7675,57.84,64.76,High
U-01c5460e,Discovered Unknown,Unknown Hotspot U-0302,Mico Layout,12.9222759,77.6104548,30,29,0,0.4333,0.8,0.1,19,2024-04-06T21:01:46+00:00,WRONG PARKING,25.6,1.5789,0.0,9.2725,61.9116,97.7175,97.4322,53.067,57.72,64.62,High
U-3e44fd0f,Discovered Unknown,Unknown Hotspot U-0287,K.R. Pura,13.054436,77.7630071,98,92,0,0.051,0.2959,0.051,23,2024-04-07T03:51:46+00:00,WRONG PARKING,34.4,4.2609,0.0,60.3424,43.9372,53.7803,83.1669,53.067,57.62,64.48,High
U-4288e597,Discovered Unknown,Unknown Hotspot U-0187,Whitefield,12.9557599,77.7185076,50,48,0,0.14,0.72,0.1,25,2024-04-06T00:44:46+00:00,WRONG PARKING,29.32,2.0,0.0,21.398,61.9116,80.0285,96.0057,53.067,57.61,64.34,High
U-14a3f89a,Discovered Unknown,Unknown Hotspot U-0378,Wilson Garden,12.9513288,77.5985492,20,20,0,0.25,0.0,0.05,4,2024-02-05T05:36:46+00:00,WRONG PARKING,7.33,5.0,0.0,66.6191,43.5093,90.2996,22.5392,53.067,57.61,64.34,High
U-bd4b0f79,Discovered Unknown,Unknown Hotspot U-0067,Bellandur,12.9174004,77.6722529,299,289,0,0.0702,0.1973,0.0702,85,2024-04-08T07:35:46+00:00,WRONG PARKING,47.85,3.5176,0.0,50.4993,52.4964,62.1969,76.8902,53.067,57.55,64.05,High
U-63b90cf1,Discovered Unknown,Unknown Hotspot U-0323,No Police Station,12.8835077,77.7522697,48,47,0,0.2708,0.25,0.125,27,2024-03-26T20:50:46+00:00,WRONG PARKING,31.97,1.7778,0.0,14.6933,69.0442,91.8688,80.5991,53.067,57.44,63.91,High
N-e4244b5d,Named Junction,"BTP226 - 33rd Cross, 11th Main, Jayanagar",Jayanagara,12.9259266,77.5856327,492,448,2,0.0163,0.315,0.0691,94,2024-04-07T04:31:46+00:00,NO PARKING,46.15,5.234,0.0045,68.0456,52.0685,28.2454,84.4508,56.2054,57.37,63.77,High
U-3ab5658d,Discovered Unknown,Unknown Hotspot U-0364,Pulikeshinagar(F.Town),12.9868135,77.6084899,26,26,0,0.0,0.0769,0.1538,5,2024-03-27T06:44:46+00:00,NO PARKING,9.88,5.2,0.0,67.7603,74.3224,18.5449,62.6248,53.067,57.32,63.62,High
U-131ae17f,Discovered Unknown,Unknown Hotspot U-0245,Whitefield,12.9855012,77.7457358,95,76,0,0.0,0.9474,0.0105,7,2024-03-06T05:50:46+00:00,PARKING IN A MAIN ROAD,24.67,13.5714,0.0,92.2967,22.9672,18.5449,98.8588,53.067,57.28,63.48,High
N-566b213d,Named Junction,BTP146 - Domlur Water Tank,Halasur,12.9605486,77.6386603,136,128,1,0.2279,0.0441,0.0662,44,2024-04-07T02:56:46+00:00,NO PARKING,36.23,3.0909,0.0078,42.5107,50.0713,88.7304,52.9244,61.7689,57.13,63.34,High
U-451d4eab,Discovered Unknown,Unknown Hotspot U-0117,Yelahanka,13.0936355,77.5942196,403,311,8,0.0099,0.005,0.0769,38,2024-04-07T05:17:46+00:00,WRONG PARKING,45.23,10.6053,0.0257,87.8745,55.4922,23.1098,26.1056,82.0257,56.98,63.2,High
U-151e8bff,Discovered Unknown,Unknown Hotspot U-0273,HAL Old Airport,12.9682549,77.7013601,75,68,0,0.1733,0.64,0.0533,29,2024-04-04T05:38:46+00:00,WRONG PARKING,35.63,2.5862,0.0,32.2397,45.0785,83.5949,93.2953,53.067,56.96,63.05,High
U-445a1ce2,Discovered Unknown,Unknown Hotspot U-0034,Jeevanbheemanagar,12.9783357,77.6400747,523,449,5,0.0268,0.26,0.0153,70,2024-04-06T04:50:46+00:00,NO PARKING,48.55,7.4714,0.0111,79.6006,26.1056,37.9458,81.1698,67.475,56.92,62.91,High
N-5302b13a,Named Junction,BTP020 - Hosahalli Metro Station,Vijayanagara,12.9741947,77.5452736,4035,2265,161,0.004,0.0191,0.0312,122,2024-04-04T11:12:46+00:00,WRONG PARKING,54.65,33.0738,0.0711,98.5735,33.3809,18.8302,36.234,97.4322,56.86,62.77,High
U-8c23819f,Discovered Unknown,Unknown Hotspot U-0327,Bellandur,12.9042338,77.6759627,40,39,0,0.05,0.075,0.325,17,2024-04-08T08:24:46+00:00,NO PARKING,26.69,2.3529,0.0,27.6748,93.2953,52.9244,62.1969,53.067,56.85,62.62,High
U-ab6f011b,Discovered Unknown,Unknown Hotspot U-0194,Mahadevapura,13.0001795,77.6850793,20,19,0,0.1,0.4,0.3,16,2024-03-11T21:02:46+00:00,NO PARKING,15.96,1.25,0.0,3.1384,92.1541,71.8973,87.5892,53.067,56.8,62.48,High
N-860b5ce5,Named Junction,BTP010 - Rajajinagar Entrance,Magadi Road,12.9813152,77.559714,623,600,4,0.061,0.0803,0.0337,114,2024-04-05T07:08:46+00:00,NO PARKING,49.13,5.4649,0.0067,69.6148,34.8074,58.6305,63.4807,59.0585,56.74,62.34,High
N-ee953b3a,Named Junction,"BTP114 - KR Road Junction, Near JSS",Banashankari,12.9242347,77.5748945,63,63,0,0.0159,0.0635,0.1429,14,2024-04-03T01:16:46+00:00,NO PARKING,21.65,4.5,0.0,62.9101,72.6106,27.8174,58.9158,53.067,56.73,62.2,High
U-29d2981c,Discovered Unknown,Unknown Hotspot U-0031,Malleshwaram,13.0003015,77.5710868,9923,8576,122,0.0209,0.0085,0.0364,152,2024-04-08T04:58:46+00:00,WRONG PARKING,55.98,65.2829,0.0142,99.2867,36.0913,32.3823,28.6733,70.8987,56.68,62.05,High
U-64f65dda,Discovered Unknown,Unknown Hotspot U-0069,K.R. Pura,13.0458741,77.7503298,217,209,1,0.1198,0.3088,0.0691,83,2024-04-06T20:26:46+00:00,NO PARKING,47.3,2.6145,0.0048,33.6662,52.0685,76.3195,84.1655,56.3481,56.64,61.91,High
N-d95d2bb1,Named Junction,BTP042 - Minsk Square Junction (CTO),Shivajinagar,12.9812429,77.5985292,1880,878,96,0.0096,0.0335,0.0181,101,2024-04-06T05:03:46+00:00,WRONG PARKING,52.15,18.6139,0.1093,94.5792,27.3894,22.6819,46.077,98.8588,56.55,61.77,High
U-ed6db07e,Discovered Unknown,Unknown Hotspot U-0263,Banaswadi,13.0240269,77.6434132,21,18,0,0.1905,0.0476,0.2381,12,2024-03-19T04:05:46+00:00,WRONG PARKING,15.0,1.75,0.0,13.98,87.1612,85.8773,53.7803,53.067,56.53,61.63,High
U-573c0e12,Discovered Unknown,Unknown Hotspot U-0384,Malleshwaram,13.004758,77.5623875,21,21,0,0.381,0.0,0.0,3,2023-12-16T01:42:46+00:00,WRONG PARKING,8.9,7.0,0.0,77.7461,20.8274,96.1484,22.5392,53.067,56.45,61.48,High
N-b4ff394b,Named Junction,BTP133 - Adugodi Junction,Adugodi,12.9418536,77.6086067,73,61,1,0.0959,0.2329,0.1096,35,2024-04-04T09:44:46+00:00,NO PARKING,28.43,2.0857,0.0164,22.5392,64.622,70.6134,79.8859,73.8944,56.41,61.34,High
N-283e1c6c,Named Junction,BTP106 - VV Puram College,V.V.Puram (C.Pet),12.952855,77.5744949,159,146,0,0.0252,0.0189,0.195,37,2024-04-07T05:47:46+00:00,NO PARKING,34.95,4.2973,0.0,60.6277,81.0271,36.234,35.9486,53.067,56.39,61.2,High
U-6a2c3097,Discovered Unknown,Unknown Hotspot U-0247,Malleshwaram,13.0068266,77.5681399,29,17,3,0.0,0.0,0.1034,4,2024-01-24T06:05:46+00:00,NO PARKING,13.1,7.25,0.1765,78.7447,62.6248,18.5449,22.5392,99.8573,56.36,61.06,High
U-2746b729,Discovered Unknown,Unknown Hotspot U-0041,R.T. Nagar,13.0229226,77.5928981,464,435,1,0.0194,0.0151,0.0668,39,2024-03-09T21:40:46+00:00,WRONG PARKING,45.91,11.8974,0.0023,90.2996,50.7846,31.2411,33.0956,53.495,56.35,60.91,High
N-83573d2c,Named Junction,"BTP099 - Cash Pharmacy, Residency Road",Cubbon Park,12.9705835,77.5992361,172,155,3,0.0872,0.0407,0.064,49,2024-04-04T01:51:46+00:00,NO PARKING,37.48,3.5102,0.0194,50.3566,48.7874,68.331,50.0713,77.3181,56.21,60.77,High
N-aa2f1a40,Named Junction,BTP171 - Indian Express (Balekundri),Shivajinagar,12.9862665,77.5991399,96,90,0,0.0208,0.0729,0.1667,26,2024-04-07T03:21:46+00:00,WRONG PARKING,27.35,3.6923,0.0,53.495,76.3195,32.2397,61.7689,53.067,56.15,60.63,High
