hotspot_id,hotspot_type,hotspot_name,police_station,latitude,longitude,violation_count,unique_vehicle_count,repeat_vehicle_count,large_vehicle_share,main_road_violation_share,peak_hour_share,active_days,latest_datetime,top_violation_type,hotspot_severity
U-8a461593,Discovered Unknown,Unknown Hotspot U-0276,Thalagattapura,12.8741873,77.5408085,38,37,0,0.0263,0.2105,0.0789,22,2024-03-26T07:29:46+00:00,WRONG PARKING,23.45
U-d69108a3,Discovered Unknown,Unknown Hotspot U-0338,K.G. Halli,13.0329403,77.627336,38,27,0,0.0526,0.0263,0.3684,6,2024-03-03T20:55:46+00:00,NO PARKING,20.2
U-f3a087f2,Discovered Unknown,Unknown Hotspot U-0289,Whitefield,12.9661054,77.7491684,37,36,0,0.0,0.6757,0.1081,15,2024-04-04T23:54:46+00:00,NO PARKING,20.73
U-aaf26e82,Discovered Unknown,Unknown Hotspot U-0210,Thalagattapura,12.8717727,77.5390003,37,31,1,0.0811,0.1081,0.0,12,2024-02-03T07:03:46+00:00,WRONG PARKING,19.15
U-f8d5bbe9,Discovered Unknown,Unknown Hotspot U-0281,Madiwala,12.9271671,77.6209591,37,36,0,0.0541,0.0,0.027,25,2024-04-02T01:10:46+00:00,WRONG PARKING,23.59
U-dc42b8b6,Discovered Unknown,Unknown Hotspot U-0174,K.G. Halli,13.0079407,77.6129229,36,36,0,0.0,0.1667,0.25,25,2024-04-03T02:25:46+00:00,NO PARKING,25.86
U-d4130175,Discovered Unknown,Unknown Hotspot U-0356,Banaswadi,12.9926487,77.6517375,36,35,0,0.0278,0.2778,0.0278,3,2024-03-08T08:16:46+00:00,NO PARKING,12.64
U-f3233bf5,Discovered Unknown,Unknown Hotspot U-0368,Halasur,12.9713849,77.6150464,36,35,0,0.0,0.0,0.0,5,2023-12-20T23:22:46+00:00,WRONG PARKING,12.77
U-a2b1c776,Discovered Unknown,Unknown Hotspot U-0164,Yeshwanthpura,13.0284059,77.5618733,35,33,1,0.0286,0.2286,0.1143,16,2024-03-26T23:23:46+00:00,NO PARKING,21.88
U-bd31c536,Discovered Unknown,Unknown Hotspot U-0169,Kengeri,12.9373493,77.4926418,35,34,0,0.0286,0.0,0.0,14,2024-04-06T23:21:46+00:00,WRONG PARKING,18.4
U-86ae0ba5,Discovered Unknown,Unknown Hotspot U-0185,Jalahalli,13.0489388,77.5476641,35,31,1,0.0571,0.8286,0.0571,12,2024-03-25T06:37:46+00:00,NO PARKING,19.12
U-ae364252,Discovered Unknown,Unknown Hotspot U-0240,Yeshwanthpura,13.0331954,77.5340757,35,31,0,0.0,0.0,0.0286,18,2024-04-04T05:24:46+00:00,WRONG PARKING,20.31
U-68cf1441,Discovered Unknown,Unknown Hotspot U-0309,Adugodi,12.9315638,77.6231225,35,31,1,0.0286,0.0286,0.0286,10,2024-04-03T23:02:46+00:00,WRONG PARKING,17.06
U-0f53f346,Discovered Unknown,Unknown Hotspot U-0222,HSR Layout,12.9243945,77.6499946,34,34,0,0.0,0.0,0.0588,8,2024-03-15T01:17:46+00:00,NO PARKING,14.6
U-684cbce9,Discovered Unknown,Unknown Hotspot U-0298,Malleshwaram,13.0118992,77.5690461,34,31,0,0.0294,0.0882,0.0588,16,2024-04-08T05:29:46+00:00,WRONG PARKING,20.17
U-bacfe6db,Discovered Unknown,Unknown Hotspot U-0316,Banashankari,12.9423074,77.5483928,34,33,0,0.0,0.5882,0.1176,9,2024-04-07T07:01:46+00:00,WRONG PARKING,16.44
U-cc89ec34,Discovered Unknown,Unknown Hotspot U-0352,K.G. Halli,13.0315652,77.6232275,34,32,0,0.1176,0.0294,0.0,3,2024-03-03T23:15:46+00:00,NO PARKING,12.87
U-7e3a447a,Discovered Unknown,Unknown Hotspot U-0335,HSR Layout,12.9073073,77.6351875,33,31,0,0.0303,0.0,0.2121,16,2024-03-09T01:00:46+00:00,WRONG PARKING,22.13
U-fd4c2430,Discovered Unknown,Unknown Hotspot U-0160,HSR Layout,12.9215614,77.6451126,33,33,0,0.0606,0.0303,0.0606,19,2024-04-04T05:10:46+00:00,NO PARKING,21.27
U-ab590378,Discovered Unknown,Unknown Hotspot U-0267,Wilson Garden,12.9415757,77.5851476,33,33,0,0.0909,0.0303,0.0303,18,2024-04-07T02:47:46+00:00,NO PARKING,20.91
U-ae1531d4,Discovered Unknown,Unknown Hotspot U-0386,Peenya,13.0356558,77.5140492,33,32,0,0.1212,0.1515,0.0,8,2024-01-07T01:13:46+00:00,NO PARKING,15.19
U-69a07e4c,Discovered Unknown,Unknown Hotspot U-0375,Banaswadi,12.9949681,77.6540693,33,21,1,0.0,0.8485,0.0,7,2024-01-04T00:48:46+00:00,NO PARKING,13.53
U-7b11c593,Discovered Unknown,Unknown Hotspot U-0112,Basavanagudi,12.9379397,77.557325,32,31,0,0.0938,0.2188,0.0625,9,2024-03-30T10:36:46+00:00,WRONG PARKING,16.22
U-d3bc5650,Discovered Unknown,Unknown Hotspot U-0207,Whitefield,12.9793106,77.7513361,32,31,0,0.0,0.0938,0.25,15,2024-04-06T02:40:46+00:00,NO PARKING,21.1
U-0f614069,Discovered Unknown,Unknown Hotspot U-0271,Yelahanka,13.12122,77.6175568,32,32,0,0.125,0.0312,0.0,11,2024-01-10T21:08:46+00:00,WRONG PARKING,16.81
U-4617b284,Discovered Unknown,Unknown Hotspot U-0293,Yeshwanthpura,13.0211026,77.5284622,32,30,0,0.2188,0.0,0.0625,20,2024-03-31T03:30:46+00:00,WRONG PARKING,23.53
U-8d9983c9,Discovered Unknown,Unknown Hotspot U-0315,Thalagattapura,12.8833034,77.5488861,32,31,0,0.0312,0.0625,0.0,13,2024-04-07T06:32:46+00:00,NO PARKING,16.66
U-ca1987f9,Discovered Unknown,Unknown Hotspot U-0333,Pulikeshinagar(F.Town),13.0059966,77.6206483,32,30,0,0.0,0.4688,0.75,1,2024-04-04T19:05:46+00:00,WRONG PARKING,20.91
U-b62b8f75,Discovered Unknown,Unknown Hotspot U-0076,Mahadevapura,12.9891477,77.7119371,31,31,0,0.0323,0.0968,0.0,7,2024-04-06T02:10:46+00:00,WRONG PARKING,12.33
U-d8816a39,Discovered Unknown,Unknown Hotspot U-0260,Mahadevapura,12.9752757,77.6974681,31,29,0,0.2903,0.6452,0.0,10,2024-04-04T04:09:46+00:00,WRONG PARKING,18.31
U-257bf62e,Discovered Unknown,Unknown Hotspot U-0262,HAL Old Airport,12.9561954,77.7111769,31,31,2,0.4194,0.0645,0.0645,10,2024-03-14T20:50:46+00:00,WRONG PARKING,22.18
U-5febb294,Discovered Unknown,Unknown Hotspot U-0367,K.R. Pura,13.0131563,77.6992312,31,31,0,0.3548,0.0645,0.0645,12,2024-03-29T20:07:46+00:00,NO PARKING,21.46
U-9db13c9e,Discovered Unknown,Unknown Hotspot U-0320,Jeevanbheemanagar,12.9781268,77.6365238,31,31,0,0.129,0.0645,0.0645,15,2024-03-24T04:23:46+00:00,NO PARKING,19.73
U-373c2b94,Discovered Unknown,Unknown Hotspot U-0313,Banaswadi,12.983513,77.679874,31,30,0,0.0968,0.2581,0.129,9,2024-04-04T23:10:46+00:00,WRONG PARKING,16.74
U-0e0b3934,Discovered Unknown,Unknown Hotspot U-0348,Mico Layout,12.924071,77.6095016,31,31,0,0.5161,1.0,0.0,14,2024-04-07T05:22:46+00:00,WRONG PARKING,23.96
U-66250532,Discovered Unknown,Unknown Hotspot U-0339,Hennuru,13.064054,77.6511525,31,30,0,0.0,0.129,0.0,5,2024-04-05T07:09:46+00:00,WRONG PARKING,10.74
U-efbebc93,Discovered Unknown,Unknown Hotspot U-0354,Hennuru,13.0681218,77.6294226,31,31,0,0.0323,0.4839,0.1613,18,2024-01-08T23:12:46+00:00,NO PARKING,21.03
U-4b56deb1,Discovered Unknown,Unknown Hotspot U-0365,Kengeri,12.9097577,77.5133704,31,31,0,0.0,0.0,0.0,2,2024-01-21T06:00:46+00:00,NO PARKING,9.28
U-9d95da97,Discovered Unknown,Unknown Hotspot U-0188,Jeevanbheemanagar,12.9588544,77.6598287,30,24,0,0.0333,0.6667,0.2,12,2024-03-22T01:35:46+00:00,NO PARKING,17.78
U-5bd05ea4,Discovered Unknown,Unknown Hotspot U-0195,Rajajinagar,13.0159939,77.5439928,30,30,0,0.0667,0.0,0.2333,22,2024-04-08T01:03:46+00:00,WRONG PARKING,22.85
U-3d2421e0,Discovered Unknown,Unknown Hotspot U-0238,Sadashivanagar,13.03534,77.567507,30,30,0,0.1,0.1667,0.0333,23,2024-04-07T01:20:46+00:00,NO PARKING,20.7
U-261e1aaa,Discovered Unknown,Unknown Hotspot U-0322,Wilson Garden,12.9436335,77.5856894,30,28,0,0.0,0.3333,0.0,7,2024-03-16T03:16:46+00:00,NO PARKING,10.96
U-01c5460e,Discovered Unknown,Unknown Hotspot U-0302,Mico Layout,12.9222759,77.6104548,30,29,0,0.4333,0.8,0.1,19,2024-04-06T21:01:46+00:00,WRONG PARKING,25.6
U-5bf9cb7f,Discovered Unknown,Unknown Hotspot U-0306,Adugodi,12.9335825,77.6230291,30,26,0,0.0333,0.0,0.0,15,2024-03-30T04:50:46+00:00,NO PARKING,16.44
U-1f178f31,Discovered Unknown,Unknown Hotspot U-0389,Electronic City,12.8543227,77.662113,30,30,0,0.0,0.0,0.0667,4,2024-01-17T05:41:46+00:00,NO PARKING,10.51
U-6a2c3097,Discovered Unknown,Unknown Hotspot U-0247,Malleshwaram,13.0068266,77.5681399,29,17,3,0.0,0.0,0.1034,4,2024-01-24T06:05:46+00:00,NO PARKING,13.1
U-9b52fbfc,Discovered Unknown,Unknown Hotspot U-0270,Yelahanka,13.1215969,77.621892,29,29,0,0.2069,0.069,0.0,9,2024-01-29T02:39:46+00:00,WRONG PARKING,14.96
U-92662386,Discovered Unknown,Unknown Hotspot U-0288,HAL Old Airport,12.9500199,77.6897486,29,29,0,0.4138,0.069,0.1034,9,2024-02-29T06:23:46+00:00,NO PARKING,19.62
U-55ace1d0,Discovered Unknown,Unknown Hotspot U-0297,Kodigehalli,13.0676927,77.5803411,29,29,0,0.0,0.1379,0.3103,6,2024-03-12T08:47:46+00:00,WRONG PARKING,14.41
U-ee5f6ece,Discovered Unknown,Unknown Hotspot U-0334,Chikkajala,13.1612798,77.6265293,29,29,0,0.069,0.2759,0.5517,11,2024-03-03T21:27:46+00:00,WRONG PARKING,22.23
U-04de32e8,Discovered Unknown,Unknown Hotspot U-0151,Jalahalli,13.0374363,77.5353801,28,24,0,0.1071,0.0357,0.0,10,2024-01-30T00:05:46+00:00,NO PARKING,13.63
U-937fdbd5,Discovered Unknown,Unknown Hotspot U-0186,Kodigehalli,13.0384425,77.5662265,28,27,1,0.0,0.0357,0.0,12,2024-03-13T02:22:46+00:00,WRONG PARKING,13.79
U-4f80ea4b,Discovered Unknown,Unknown Hotspot U-0201,Hennuru,13.0205718,77.6567519,28,28,0,0.0714,0.0,0.0357,18,2024-03-24T08:02:46+00:00,WRONG PARKING,17.8
U-0bb3cc25,Discovered Unknown,Unknown Hotspot U-0264,Yelahanka,13.0985246,77.5736217,28,28,0,0.0357,0.0,0.0,9,2024-03-27T22:01:46+00:00,NO PARKING,11.96
U-f89dd032,Discovered Unknown,Unknown Hotspot U-0312,Malleshwaram,13.0060212,77.5647689,28,26,1,0.0357,0.1071,0.0,6,2024-03-24T04:50:46+00:00,WRONG PARKING,10.42
U-d0a9584e,Discovered Unknown,Unknown Hotspot U-0314,Rajajinagar,13.0131295,77.5347332,27,21,0,0.5185,0.2222,0.0,10,2024-04-04T05:30:46+00:00,NO PARKING,19.36
U-90976faf,Discovered Unknown,Unknown Hotspot U-0228,Shivajinagar,12.9901272,77.6037974,27,24,0,0.0,0.037,0.0,8,2024-04-02T03:18:46+00:00,NO PARKING,10.02
U-79059227,Discovered Unknown,Unknown Hotspot U-0278,Sheshadripuram,12.987322,77.5678935,27,26,0,0.0741,0.037,0.0,9,2024-03-12T05:19:46+00:00,NO PARKING,12.09
U-416d2f58,Discovered Unknown,Unknown Hotspot U-0282,Bellandur,12.9154547,77.6986737,27,27,0,0.0,0.037,0.1852,7,2024-04-06T02:19:46+00:00,WRONG PARKING,12.25
U-cef64524,Discovered Unknown,Unknown Hotspot U-0300,Whitefield,12.9557216,77.7208288,27,26,0,0.2593,0.1852,0.2222,16,2024-04-08T05:08:46+00:00,WRONG PARKING,22.37
U-bbb5b85f,Discovered Unknown,Unknown Hotspot U-0304,K.R. Pura,13.004493,77.7101254,27,27,1,0.1111,0.037,0.0741,14,2024-04-02T21:55:46+00:00,WRONG PARKING,17.18
U-784baa70,Discovered Unknown,Unknown Hotspot U-0307,Thalagattapura,12.8610416,77.5295005,27,26,0,0.1852,0.2963,0.0,12,2024-02-29T21:03:46+00:00,WRONG PARKING,15.57
U-813aa291,Discovered Unknown,Unknown Hotspot U-0344,Banashankari,12.9192499,77.5421289,27,27,0,0.037,0.5926,0.2963,12,2024-04-06T08:28:46+00:00,WRONG PARKING,17.79
U-f169a5d8,Discovered Unknown,Unknown Hotspot U-0374,Yeshwanthpura,13.022469,77.5630497,27,27,0,0.1481,0.0,0.0,3,2024-01-14T00:58:46+00:00,WRONG PARKING,9.63
U-c721a8b3,Discovered Unknown,Unknown Hotspot U-0394,Pulikeshinagar(F.Town),12.9992086,77.6195757,26,26,0,0.0769,0.0,0.2308,10,2024-04-04T01:35:46+00:00,WRONG PARKING,15.41
U-384267ec,Discovered Unknown,Unknown Hotspot U-0351,Thalagattapura,12.8693697,77.5368552,26,25,0,0.1538,0.2692,0.0385,15,2024-04-07T07:20:46+00:00,WRONG PARKING,16.54
U-3f41b525,Discovered Unknown,Unknown Hotspot U-0244,Mahadevapura,12.9867021,77.6901162,26,26,0,0.0,0.0,1.0,1,2024-01-24T19:58:46+00:00,WRONG PARKING,20.97
U-bf488669,Discovered Unknown,Unknown Hotspot U-0310,No Police Station,13.0574104,77.4727042,26,26,0,0.0769,0.0769,0.0,7,2024-04-06T23:02:46+00:00,WRONG PARKING,9.83
U-618d626c,Discovered Unknown,Unknown Hotspot U-0319,Jayanagara,12.9217527,77.5857593,26,26,0,0.0,0.0385,0.1154,13,2024-03-29T06:25:46+00:00,WRONG PARKING,14.23
U-75038811,Discovered Unknown,Unknown Hotspot U-0346,Shivajinagar,12.9875068,77.6019629,26,24,0,0.0385,0.0,0.1923,4,2024-03-22T06:26:46+00:00,WRONG PARKING,10.69
U-3ab5658d,Discovered Unknown,Unknown Hotspot U-0364,Pulikeshinagar(F.Town),12.9868135,77.6084899,26,26,0,0.0,0.0769,0.1538,5,2024-03-27T06:44:46+00:00,NO PARKING,9.88
U-678a42ba,Discovered Unknown,Unknown Hotspot U-0372,Mahadevapura,12.9908942,77.6877229,26,26,0,0.0,0.4615,0.0,3,2024-03-26T07:58:46+00:00,WRONG PARKING,6.62
U-2f2b0b54,Discovered Unknown,Unknown Hotspot U-0196,Yeshwanthpura,13.0247068,77.5470531,25,25,1,0.32,0.4,0.04,5,2024-02-14T21:42:46+00:00,WRONG PARKING,12.87
U-e8c25d6d,Discovered Unknown,Unknown Hotspot U-0395,Ashok Nagar,12.9526718,77.6196027,25,24,0,0.0,0.04,0.0,5,2024-02-03T00:06:46+00:00,NO PARKING,6.87
U-8ba26983,Discovered Unknown,Unknown Hotspot U-0274,Whitefield,12.956615,77.7453822,25,24,0,0.32,0.32,0.16,13,2024-03-12T05:26:46+00:00,WRONG PARKING,19.0
U-de581e07,Discovered Unknown,Unknown Hotspot U-0283,No Police Station,13.0520301,77.4874476,25,24,0,0.04,0.08,0.0,15,2024-04-07T02:30:46+00:00,WRONG PARKING,13.55
U-e51a9674,Discovered Unknown,Unknown Hotspot U-0286,Hulimavu,12.8919369,77.6319766,25,22,0,0.08,0.0,0.0,2,2024-02-06T23:21:46+00:00,WRONG PARKING,6.61
U-7f3bba85,Discovered Unknown,Unknown Hotspot U-0317,Halasur,12.9753576,77.61797,25,22,0,0.4,0.0,0.0,9,2024-03-13T23:50:46+00:00,NO PARKING,15.48
U-3e70e490,Discovered Unknown,Unknown Hotspot U-0341,J.P. Nagar,12.8843644,77.5963151,25,14,0,0.0,0.0,0.08,7,2024-02-25T04:41:46+00:00,WRONG PARKING,9.18
U-c0008176,Discovered Unknown,Unknown Hotspot U-0153,Bellandur,12.9137771,77.6665526,24,24,0,0.0,0.0,0.0417,16,2024-03-28T02:00:46+00:00,NO PARKING,13.66
U-59c97c1f,Discovered Unknown,Unknown Hotspot U-0235,Kamakshipalya,12.9855385,77.5268049,24,24,0,0.0833,0.1667,0.0417,18,2024-03-17T03:04:46+00:00,WRONG PARKING,15.52
U-3edb1d79,Discovered Unknown,Unknown Hotspot U-0239,Sheshadripuram,12.9852282,77.572417,24,23,1,0.0,0.0417,0.1667,19,2024-04-07T00:02:46+00:00,NO PARKING,17.15
U-98a15f0f,Discovered Unknown,Unknown Hotspot U-0343,Adugodi,12.9348094,77.6233614,24,22,0,0.0417,0.0417,0.0417,13,2024-03-23T22:10:46+00:00,NO PARKING,12.43
U-895c2b48,Discovered Unknown,Unknown Hotspot U-0332,R.T. Nagar,13.0245985,77.5898402,24,24,0,0.0417,0.0,0.0,4,2024-02-23T07:18:46+00:00,NO PARKING,6.53
U-6c7cc8d9,Discovered Unknown,Unknown Hotspot U-0336,Jnanabharathi,12.9797965,77.5106269,24,24,0,0.0833,0.6667,0.125,14,2024-03-18T07:40:46+00:00,NO PARKING,14.86
U-f0635118,Discovered Unknown,Unknown Hotspot U-0301,Rajajinagar,13.0116136,77.5288472,23,20,1,0.3043,0.5217,0.2174,13,2024-03-23T19:57:46+00:00,NO PARKING,19.23
U-887ec7e9,Discovered Unknown,Unknown Hotspot U-0120,R.T. Nagar,13.0205572,77.5841275,23,23,1,0.1739,0.4348,0.1304,11,2024-03-22T18:56:46+00:00,WRONG PARKING,14.62
U-1656d4ad,Discovered Unknown,Unknown Hotspot U-0175,Jnanabharathi,12.9395518,77.4930287,23,23,0,0.087,0.0,0.0435,11,2024-03-25T22:08:46+00:00,NO PARKING,11.36
U-97d3f423,Discovered Unknown,Unknown Hotspot U-0204,Mahadevapura,12.9921852,77.7158057,23,22,0,0.2609,0.1304,0.0435,13,2024-04-01T23:50:46+00:00,WRONG PARKING,15.22
U-6bbddca0,Discovered Unknown,Unknown Hotspot U-0385,Yelahanka,13.1214613,77.6145927,23,23,0,0.5652,0.087,0.1739,10,2024-04-02T19:56:46+00:00,WRONG PARKING,20.03
U-5fab61d9,Discovered Unknown,Unknown Hotspot U-0337,Mahadevapura,12.9791048,77.709662,23,23,0,0.2609,0.4783,0.4348,4,2024-02-21T22:41:46+00:00,WRONG PARKING,15.81
U-e8b2a3ad,Discovered Unknown,Unknown Hotspot U-0250,Mahadevapura,12.9875019,77.7092594,23,20,0,0.3478,0.0,0.2609,8,2024-04-07T03:39:46+00:00,WRONG PARKING,16.52
U-643c1729,Discovered Unknown,Unknown Hotspot U-0357,Halasur,12.9721946,77.6313408,23,21,1,0.0,0.7391,0.0,4,2024-04-08T06:59:46+00:00,WRONG PARKING,6.09
U-964cb96f,Discovered Unknown,Unknown Hotspot U-0167,Bellandur,12.9044297,77.7022464,22,22,0,0.1818,0.0,0.0455,10,2024-03-30T05:20:46+00:00,WRONG PARKING,11.65
U-d23d369d,Discovered Unknown,Unknown Hotspot U-0362,Whitefield,12.9612264,77.7476995,22,20,0,0.0909,0.5909,0.1364,19,2024-03-25T02:40:46+00:00,WRONG PARKING,16.17
U-e5cdb986,Discovered Unknown,Unknown Hotspot U-0387,K.S. Layout,12.8974244,77.5713272,22,22,0,0.0909,0.1364,0.0,16,2024-04-06T23:22:46+00:00,NO PARKING,13.18
U-0f617a3a,Discovered Unknown,Unknown Hotspot U-0391,R.T. Nagar,12.997895,77.605091,22,18,1,0.0455,0.0,0.0,6,2024-03-14T03:08:46+00:00,WRONG PARKING,7.04
U-376ca33b,Discovered Unknown,Unknown Hotspot U-0292,Jeevanbheemanagar,12.9525356,77.6403727,22,22,0,0.4091,0.0,0.0,14,2024-03-23T02:02:46+00:00,NO PARKING,16.64
U-3f80e8ed,Discovered Unknown,Unknown Hotspot U-0277,Jeevanbheemanagar,12.9815237,77.6459206,22,19,0,0.0,0.0455,0.0,8,2024-04-05T01:19:46+00:00,NO PARKING,6.69
U-1728b2db,Discovered Unknown,Unknown Hotspot U-0390,Yeshwanthpura,13.0177717,77.5482334,22,22,1,0.1818,0.0455,0.0455,9,2024-03-25T21:55:46+00:00,WRONG PARKING,11.73
U-8a59e12d,Discovered Unknown,Unknown Hotspot U-0321,Kamakshipalya,12.9860516,77.4879481,22,21,0,0.0,0.0,0.0,6,2024-03-16T01:04:46+00:00,NO PARKING,5.53
U-b01f239f,Discovered Unknown,Unknown Hotspot U-0353,K.G. Halli,13.0325641,77.6240414,22,21,0,0.0,0.0,0.0,2,2024-03-03T23:14:46+00:00,NO PARKING,3.57
U-f083b2c8,Discovered Unknown,Unknown Hotspot U-0377,K.R. Pura,13.0347326,77.7340818,22,22,0,0.0,1.0,0.2273,1,2023-11-12T21:40:46+00:00,PARKING ON FOOTPATH,6.83
U-e5aa9ce4,Discovered Unknown,Unknown Hotspot U-0397,Peenya,12.9985954,77.5241514,21,18,0,0.0476,0.5238,0.0,6,2024-02-27T02:13:46+00:00,NO PARKING,5.36
U-ed6db07e,Discovered Unknown,Unknown Hotspot U-0263,Banaswadi,13.0240269,77.6434132,21,18,0,0.1905,0.0476,0.2381,12,2024-03-19T04:05:46+00:00,WRONG PARKING,15.0
U-31bc4dc9,Discovered Unknown,Unknown Hotspot U-0396,Byatarayanapura,12.9523512,77.5204954,21,16,1,0.1905,0.6667,0.4762,7,2024-01-20T18:54:46+00:00,NO PARKING,16.19
U-ff64affd,Discovered Unknown,Unknown Hotspot U-0268,R.T. Nagar,13.0108098,77.5951418,21,21,0,0.0,0.0,0.0,3,2024-01-12T05:20:46+00:00,NO PARKING,3.19
U-fc0f78c6,Discovered Unknown,Unknown Hotspot U-0347,K.R. Pura,13.0173601,77.704616,21,21,0,0.0476,0.0,0.1905,9,2024-03-18T02:56:46+00:00,NO PARKING,10.33
U-b7d4e8a4,Discovered Unknown,Unknown Hotspot U-0280,Rajajinagar,13.0106276,77.5359806,21,16,1,0.7143,0.1905,0.0476,9,2024-04-03T05:36:46+00:00,NO PARKING,19.12
U-fc3a3fe8,Discovered Unknown,Unknown Hotspot U-0285,Electronic City,12.8231324,77.6855349,21,20,0,0.4286,0.7619,0.0952,4,2024-03-28T08:32:46+00:00,WRONG PARKING,11.65
U-ec947815,Discovered Unknown,Unknown Hotspot U-0398,Pulikeshinagar(F.Town),13.0001501,77.6185805,21,21,1,0.0,0.0,0.5714,8,2024-03-30T22:48:46+00:00,WRONG PARKING,15.09
U-831ea0cd,Discovered Unknown,Unknown Hotspot U-0382,Pulikeshinagar(F.Town),12.9913028,77.6071847,21,19,1,0.0952,0.4286,0.0,10,2024-02-27T07:40:46+00:00,NO PARKING,9.58
U-f1d5c12d,Discovered Unknown,Unknown Hotspot U-0361,Bellandur,12.9079908,77.6759634,21,21,0,0.0476,0.0952,0.0952,7,2024-03-12T01:36:46+00:00,WRONG PARKING,7.39
U-573c0e12,Discovered Unknown,Unknown Hotspot U-0384,Malleshwaram,13.004758,77.5623875,21,21,0,0.381,0.0,0.0,3,2023-12-16T01:42:46+00:00,WRONG PARKING,8.9
U-ab6f011b,Discovered Unknown,Unknown Hotspot U-0194,Mahadevapura,13.0001795,77.6850793,20,19,0,0.1,0.4,0.3,16,2024-03-11T21:02:46+00:00,NO PARKING,15.96
U-e78b7b20,Discovered Unknown,Unknown Hotspot U-0392,Madiwala,12.9169888,77.6291196,20,18,1,0.1,0.2,0.2,14,2024-03-21T01:24:46+00:00,WRONG PARKING,13.99
U-87be67b4,Discovered Unknown,Unknown Hotspot U-0381,HSR Layout,12.906654,77.6366847,20,20,0,0.05,0.0,0.2,13,2024-03-10T01:00:46+00:00,WRONG PARKING,11.85
U-40b7e7e9,Discovered Unknown,Unknown Hotspot U-0383,HSR Layout,12.9026632,77.6317194,20,15,0,0.05,0.05,0.0,9,2024-03-23T05:18:46+00:00,WRONG PARKING,6.54
U-eaf5be91,Discovered Unknown,Unknown Hotspot U-0360,Chikkabanavara,13.0598991,77.5068287,20,20,1,0.1,0.05,0.15,15,2024-04-08T05:04:46+00:00,NO PARKING,13.76
U-14a3f89a,Discovered Unknown,Unknown Hotspot U-0378,Wilson Garden,12.9513288,77.5985492,20,20,0,0.25,0.0,0.05,4,2024-02-05T05:36:46+00:00,WRONG PARKING,7.33
U-c0656e75,Discovered Unknown,Unknown Hotspot U-0290,Basavanagudi,12.9417261,77.5634491,20,20,0,0.0,0.0,0.0,3,2024-04-05T05:55:46+00:00,WRONG PARKING,2.22
U-5a858f99,Discovered Unknown,Unknown Hotspot U-0308,Yeshwanthpura,13.0305441,77.5602381,20,19,0,0.0,0.0,0.0,4,2024-03-31T23:30:46+00:00,WRONG PARKING,2.83
U-739f9963,Discovered Unknown,Unknown Hotspot U-0350,Thalagattapura,12.8920728,77.572127,20,19,0,0.05,0.05,0.1,11,2024-04-05T00:27:46+00:00,WRONG PARKING,9.1
U-635e2142,Discovered Unknown,Unknown Hotspot U-0331,Kamakshipalya,12.9885998,77.4727483,20,19,0,0.0,0.15,0.25,15,2024-04-03T22:44:46+00:00,NO PARKING,13.01
U-9176fd91,Discovered Unknown,Unknown Hotspot U-0355,Banaswadi,12.9911278,77.6570178,20,19,0,0.1,0.45,0.3,14,2024-03-29T22:37:46+00:00,WRONG PARKING,14.66
U-e1e62e8a,Discovered Unknown,Unknown Hotspot U-0358,Halasur,12.9719208,77.6297888,20,19,1,0.0,1.0,0.0,1,2024-04-08T06:53:46+00:00,PARKING IN A MAIN ROAD,2.36
U-6f77ffe3,Discovered Unknown,Unknown Hotspot U-0380,Kodigehalli,13.052752,77.5749162,20,17,0,0.15,0.0,0.35,6,2024-03-13T02:32:46+00:00,WRONG PARKING,11.18
U-9be4fa62,Discovered Unknown,Unknown Hotspot U-0363,Pulikeshinagar(F.Town),13.000594,77.6217801,20,19,0,0.0,0.0,0.0,1,2024-03-13T05:47:46+00:00,NO PARKING,1.57
U-a244485b,Discovered Unknown,Unknown Hotspot U-0370,HAL Old Airport,12.9400433,77.6927055,18,18,0,0.2778,0.3889,0.0,3,2024-01-06T03:36:46+00:00,NO PARKING,5.16
